订单号,客户代码（需方）,最终用户,部门代码,最早交货月,订单交货月,保产合同/非保产合同,渠道委托控货标记,制造单元,股份合同性质,品种代码,订单是否变更过(价格变更),订单是否变更过(重量变更),订单是否变更过 (交货信息变更(订单是否变更物流模板)),营销员代码,协议价格类型,渠道强制生效&延付罚息白名单维护（Q01-延付罚息白名单，Q03-强制生效管控名单）,合同是否厂商银（F-融资）,交货方式,运输方式代码,备货转销售,订单是否免息,收条是否有免息政策,收条上做买方付息，做报批件，做过折现的,订货量,订单价格(含税）,总重量,总金额(含税),本客户的平均回款天数:本客户的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该客户的平均晚回款比例：(本单客户的本次配足款时间-合同强制生效时间)/本客户的平均回款天数,本品种的平均回款天数:本品种的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该品种的平均晚回款比例：(本单品种的本次配足款时间-合同强制生效时间)/本品种的平均回款天数,总件数（按件计）,本客户历史订货总量,本客户历史订单总数（合约数）,本品种历史订单总数（合约数）,强制生效-首付款差值综合（客户）,强制生效-首付款差值综合（品种）,回款时间
QB23A00473,408185,127740,QB202100,202310,20230914100112491,Y,N,Z,QZA,X0,Y,N,N,784544,N,Q03,N,20.0,23.0,N,N,N,N,200.0,4326.4988,800.0,3490579.04,17.48333333,0.343183985,66.61853448,0.090065025,0.0,3490579.04,60.0,1856,1049.0,123644.0,5.950694444444444
QB23A00477,408185,127740,QB202100,202310,20230914103518973,Y,N,M,QZA,X0,Y,N,N,784544,N,Q03,N,20.0,23.0,N,N,N,N,50.0,4326.4988,241.0,1062879.31,17.48333333,0.343183985,66.61853448,0.090065025,0.0,1062879.31,60.0,1856,1049.0,123644.0,5.954861111111111
QB23A00479,052370,003874,QB202000,202310,20230914105113855,N,N,M,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,25.0,6673.78,50.0,349509.0,61.71980676,0.194427051,66.61853448,0.180130051,0.0,349509.0,621.0,1856,38328.0,123644.0,11.942361111111111
QB23A00480,010019,010019,QB202000,202310,20230914105226954,N,N,C,QZA,MC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,20.0,8539.41,105.0,1022011.55,98.77419355,0.131613325,75.38231353,0.172454245,0.0,1022011.55,310.0,2239,30620.0,168781.0,12.822222222222223
QB23A00481,068301,086141,QB202000,202310,20230914105452179,N,N,J,QZA,MC,N,N,N,105209,N,N,N,20.0,22.0,N,N,N,N,19.0,11459.33,19.0,222021.27,43.35051546,0.115338882,75.38231353,0.066328556,0.0,222021.27,97.0,2239,4205.0,168781.0,4.959027777777778
QB23A00483,010019,010019,QB202000,202310,20230914105856720,N,N,C,QZA,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,20.0,7990.23,135.0,1081709.45,98.77419355,0.131613325,64.70043,0.200926022,0.0,1081709.45,310.0,2093,30620.0,135418.0,12.822222222222223
QB23A00486,010080,010127,QB202000,202310,20230914110747513,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,18.0,10545.16,18.0,193880.88,55.01984127,0.236278399,64.70043,0.200926022,0.0,193880.88,252.0,2093,13865.0,135418.0,12.815277777777778
QB23A00488,068301,088442,QB202000,202310,20230914111831727,N,N,J,QZA,LC,N,N,Y,105209,N,N,N,20.0,23.0,N,N,N,N,15.0,9116.84,15.0,140142.6,43.35051546,0.115338882,64.70043,0.077279239,0.0,140142.6,97.0,2093,4205.0,135418.0,4.958333333333333
QB23A00489,A16858,498502,QB202100,202310,20230914112649721,Y,A,Z,QSA,M0,Y,N,N,784588,N,Q01,N,20.0,23.0,N,N,N,N,275.0,6419.53,399.0,2578941.37,63.70949721,0.188354963,44.94050343,0.267019706,0.0,2578941.37,179.0,437,11404.0,19639.0,11.714583333333332
QB23A00490,010080,003874,QB202000,202310,20230914115127619,N,N,Z,QZA,X0,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,24.0,7348.39,24.0,181785.36,55.01984127,0.236278399,66.61853448,0.195140888,0.0,181785.36,252.0,1856,13865.0,123644.0,12.815277777777778
QB23A00491,010080,003874,QB202000,202310,20230914115308743,N,N,M,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,43.0,7178.89,43.0,318410.27,55.01984127,0.236278399,66.61853448,0.195140888,0.0,318410.27,252.0,1856,13865.0,123644.0,12.815277777777778
QB23A00492,010080,003874,QB202000,202310,20230914154859937,N,N,B,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,33.0,7088.49,55.0,396579.15,55.01984127,0.218103137,66.61853448,0.180130051,0.0,396579.15,252.0,1856,13865.0,123644.0,11.888194444444444
QB23A00493,010080,003874,QB202000,202310,20230914121626411,N,N,B,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,29.0,7664.79,159.0,1232600.61,55.01984127,0.236278399,66.61853448,0.195140888,0.0,1232600.61,252.0,1856,13865.0,123644.0,12.815277777777778
QB23A00502,032241,003874,QB202000,202310,20230914130132351,N,N,M,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,60.0,6859.1,60.0,416292.0,52.91044776,0.264598025,66.61853448,0.210151726,0.0,416292.0,67.0,1856,3545.0,123644.0,13.933333333333332
QB23A00511,497124,497124,QB202100,202310,20230914134306527,Y,A,Z,QZA,X0,Y,N,N,784544,N,N,N,20.0,23.0,N,N,N,N,100.0,4449.4993,1000.0,4393564.3,29.5,0.440677966,66.61853448,0.195140888,0.0,4393564.3,16.0,1856,472.0,123644.0,12.935416666666667
QB23A00516,A16858,008906,QB202000,202310,20230914140607488,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,50.0,13336.26,50.0,678113.0,63.70949721,0.20405121,75.38231353,0.172454245,0.0,678113.0,179.0,2239,11404.0,168781.0,12.852083333333333
QB23A00522,010019,010019,QB202000,202310,20230914142103693,N,N,J,QZA,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,13.0,8882.93,13.0,115478.09,98.77419355,0.131613325,64.70043,0.200926022,0.0,115478.09,310.0,2093,30620.0,135418.0,12.760416666666666
QB23A00524,A16858,008906,QB202000,202310,20230914142614314,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,46.0,11290.96,116.0,1162738.36,63.70949721,0.20405121,75.38231353,0.172454245,0.0,1162738.36,179.0,2239,11404.0,168781.0,12.852083333333333
QB23A00526,A16858,008906,QB202000,202310,20230914143745778,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,40.0,8059.16,320.0,2734701.7,63.70949721,0.20405121,66.61853448,0.195140888,0.0,2734701.7,179.0,1856,11404.0,123644.0,12.852083333333333
QB23A00529,A16858,008906,QB202000,202310,20230914144413784,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,11426.56,18.0,209746.08,63.70949721,0.20405121,75.38231353,0.172454245,0.0,209746.08,179.0,2239,11404.0,168781.0,12.852083333333333
QB23A00530,A05517,011908,QB202400,202310,20230914151229569,N,A,B,QZA,D0,Y,N,N,783375,N,N,N,20.0,23.0,N,N,N,N,8.0,7317.88,8.0,59175.84,62.73809524,0,35.77678571,0,0.0,59175.84,42.0,112,2635.0,4007.0,0.02291666666666667
QB23A00531,A05517,011908,QB202400,202310,20230914151618634,N,A,B,QZA,D0,Y,N,N,783375,N,N,N,20.0,23.0,N,N,N,N,20.0,7589.08,40.0,307857.2,62.73809524,0,35.77678571,0,0.0,307857.2,42.0,112,2635.0,4007.0,0.02291666666666667
QB23A00532,010019,010019,QB202000,202310,20230914145941018,N,N,J,QZA,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,13.0,8962.03,229.0,2055706.17,98.77419355,0.131613325,64.70043,0.200926022,0.0,2055706.17,310.0,2093,30620.0,135418.0,12.760416666666666
QB23A00533,010019,A17254,QB202000,202310,20230914145951844,N,N,J,QZA,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,20.0,8803.83,20.0,176076.6,98.77419355,0.131613325,64.70043,0.200926022,0.0,176076.6,310.0,2093,30620.0,135418.0,12.760416666666666
QB23A00555,A16858,008906,QB202000,202310,20230914160256799,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,50.0,10991.51,50.0,560875.5,63.70949721,0.20405121,75.38231353,0.172454245,0.0,560875.5,179.0,2239,11404.0,168781.0,12.852083333333333
QB23A00557,A16858,008906,QB202000,202310,20230914160714170,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,30.0,13336.26,130.0,1528618.8,63.70949721,0.20405121,75.38231353,0.172454245,0.0,1528618.8,179.0,2239,11404.0,168781.0,12.852083333333333
QB23A00561,A16858,008906,QB202000,202310,20230914161122611,N,N,Z,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,19.0,9414.03,19.0,183160.57,63.70949721,0.20405121,64.70043,0.200926022,0.0,183160.57,179.0,2093,11404.0,135418.0,12.852083333333333
QB23A00575,010080,010127,QB202000,202310,20230914172855003,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,20.0,9014.01,20.0,184800.2,55.01984127,0.218103137,64.70043,0.185470174,0.0,184800.2,252.0,2093,13865.0,135418.0,11.888194444444444
QB23A00576,010080,011022,QB202000,202310,20230914172941139,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,20.0,8465.96,20.0,173839.2,55.01984127,0.218103137,64.70043,0.185470174,0.0,173839.2,252.0,2093,13865.0,135418.0,11.888194444444444
QB23A00579,A07156,008906,QB202000,202310,20230914203655802,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,7776.66,85.0,705976.54,68.43717277,0.189955246,66.61853448,0.195140888,0.0,705976.54,382.0,1856,26143.0,123644.0,12.790972222222223
QB23A00580,A07156,008906,QB202000,202310,20230914204328977,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,7477.21,18.0,138657.78,68.43717277,0.189955246,66.61853448,0.195140888,0.0,138657.78,382.0,1856,26143.0,123644.0,12.790972222222223
QB23A00581,A07156,008906,QB202000,202310,20230914204658196,N,N,Z,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,8142.78,58.0,493254.04,68.43717277,0.189955246,64.70043,0.200926022,0.0,493254.04,382.0,2093,26143.0,135418.0,12.790972222222223
QB23A00582,A07156,008906,QB202000,202310,20230914210753583,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,50.0,10539.51,416.0,4016242.61,68.43717277,0.189955246,75.38231353,0.172454245,0.0,4016242.61,382.0,2239,26143.0,168781.0,12.790972222222223
QB23A00583,A07156,008906,QB202000,202310,20230914211115730,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,27.0,11313.56,54.0,584388.54,68.43717277,0.189955246,75.38231353,0.172454245,0.0,584388.54,382.0,2239,26143.0,168781.0,12.790972222222223
QB23A00586,247309,003140,QB202300,202310,20230915011033224,Y,A,K,QZA,T0,Y,N,N,784920,N,Q01,N,20.0,21.0,N,N,N,N,90.0,7161.94,90.0,651693.6,69.33333333,1.600961538,56.66350711,1.958932753,0.0,651693.6,18.0,422,1248.0,23912.0,40.898611111111116
QB23A00588,040130,040130,QB202000,202310,20230915075558999,N,N,Z,QZD,LC,Y,N,N,105289,N,N,N,20.0,23.0,N,N,N,N,50.0,5173.14,50.0,262612.0,44.63636364,0.291242363,64.70043,0.200926022,0.0,262612.0,55.0,2093,2455.0,135418.0,13.02986111111111
QB23A00593,073403,003516,QB202300,202310,20230915093051214,Y,N,Z,QZA,S0,N,N,N,784665,N,N,N,20.0,23.0,N,N,N,N,60.0,5750.57,60.0,349780.2,39,0.307692308,43.39791667,0.276510969,0.0,349780.2,12.0,480,468.0,20831.0,12.053472222222224
QB23A00595,043740,043740,QB202300,202310,20230915150000426,Y,N,B,QZA,O0,Y,N,N,YX4316,N,N,F,20.0,23.0,N,N,N,N,25.0,7919.04,25.0,199953.5,51.78846154,3.746008169,67.4570185,2.875905344,0.0,199953.5,52.0,919,2693.0,61993.0,54.419444444444444
QB23A00596,008363,008363,QB202300,202310,20230915094206713,N,N,B,QZA,O0,Y,N,N,YX4316,N,N,N,20.0,23.0,N,N,N,N,7.0,8924.74,54.0,488309.16,36.57920792,0.355393152,67.4570185,0.192715307,0.0,488309.16,202.0,919,7389.0,61993.0,12.983333333333334
QB23A00598,052370,008906,QB202000,202310,20230915094712396,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,9392.56,95.0,973483.7,61.71980676,0.178224796,75.38231353,0.145922823,0.0,973483.7,621.0,2239,38328.0,168781.0,10.919444444444444
QB23A00599,052370,008906,QB202000,202310,20230915100506792,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,8798.18,25.0,225604.5,61.71980676,0.178224796,64.70043,0.170014326,0.0,225604.5,621.0,2093,38328.0,135418.0,10.919444444444444
QB23A00600,052370,008906,QB202000,202310,20230915100510184,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,20.0,8397.03,300.0,2977013.25,61.71980676,0.178224796,64.70043,0.170014326,0.0,2977013.25,621.0,2093,38328.0,135418.0,10.919444444444444
QB23A00604,A07156,008906,QB202000,202310,20230915100610104,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,8730.38,18.0,161214.84,68.43717277,0.189955246,64.70043,0.200926022,0.0,161214.84,382.0,2093,26143.0,135418.0,12.790972222222223
QB23A00605,A07156,008906,QB202000,202310,20230915100855119,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,22.0,9775.63,212.0,1894876.66,68.43717277,0.189955246,64.70043,0.200926022,0.0,1894876.66,382.0,2093,26143.0,135418.0,12.790972222222223
QB23A00606,052370,008906,QB202000,202310,20230915101444523,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,25.0,9505.56,100.0,1074065.0,61.71980676,0.178224796,75.38231353,0.145922823,0.0,1074065.0,621.0,2239,38328.0,168781.0,10.919444444444444
QB23A00611,052370,011022,QB202000,202310,20230915101619120,N,N,J,QZA,MC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,25.0,10391.48,117.0,1243657.66,61.71980676,0.178224796,75.38231353,0.145922823,0.0,1243657.66,621.0,2239,38328.0,168781.0,11.016666666666666
QB23A00612,A07156,008906,QB202000,202310,20230915101626518,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,22.0,9042.26,184.0,1901635.19,68.43717277,0.189955246,75.38231353,0.172454245,0.0,1901635.19,382.0,2239,26143.0,168781.0,12.790972222222223
QB23A00613,A07156,008906,QB202000,202310,20230915101635331,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,150.0,13053.76,150.0,1991964.0,68.43717277,0.189955246,75.38231353,0.172454245,0.0,1991964.0,382.0,2239,26143.0,168781.0,12.790972222222223
QB23A00617,010080,008906,QB202000,202310,20230915101820804,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,40.0,10206.16,125.0,1410748.5,55.01984127,0.218103137,75.38231353,0.159188534,0.0,1410748.5,252.0,2239,13865.0,168781.0,11.78888888888889
QB23A00619,010080,008906,QB202000,202310,20230915102138641,N,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,22.0,N,N,N,N,20.0,11200.56,45.0,471255.2,55.01984127,0.218103137,75.38231353,0.159188534,0.0,471255.2,252.0,2239,13865.0,168781.0,11.78888888888889
QB23A00620,010080,008906,QB202000,202310,20230915102239300,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,35.0,13053.76,53.0,684097.48,55.01984127,0.218103137,75.38231353,0.159188534,0.0,684097.48,252.0,2239,13865.0,168781.0,11.78888888888889
QB23A00630,A18113,000015,QB202000,202310,20230915104037489,N,N,J,QZA,LC,N,N,N,105209,N,Q03,N,10.0,11.0,N,Y,N,N,170.0,5033.02,776.0,4109029.17,37.67741935,2.946061644,64.70043,1.715599108,0.0,4109029.17,31.0,2093,1168.0,135418.0,40.99861111111111
QB23A00636,043740,043740,QB202300,202310,20230915112527494,Y,N,B,QZA,O0,Y,N,N,YX4316,N,N,F,20.0,23.0,N,Y,N,N,4.0,7489.64,4.0,30274.96,51.78846154,3.707389528,67.4570185,2.846256835,0.0,30274.96,52.0,919,2693.0,61993.0,52.73541666666667
QB23A00637,067788,000327,QB202100,202310,20230915114046488,Y,N,Z,QZA,L0,Y,N,N,784629,N,N,N,20.0,23.0,N,N,N,N,44.0,5248.85,288.0,1536314.1,46.28571429,0.237654321,54.24759615,0.202773962,0.0,1536314.1,35.0,832,1620.0,45134.0,10.645138888888889
QB23A00640,000534,011022,QB202000,202310,20230915120421103,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,10.0,11.0,N,N,N,N,22.0,9194.81,22.0,207257.82,55.54054054,0.126034063,64.70043,0.108190935,0.0,207257.82,37.0,2093,2055.0,135418.0,6.84375
QB23A00642,A16858,008388,QB202000,202310,20230915120759240,Y,N,Z,QZD,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,Y,60.0,5685.03,262.0,1540169.66,63.70949721,1.632409681,64.70043,1.607408173,0.0,1540169.66,179.0,2093,11404.0,135418.0,33.85208333333333
QB23A00644,556496,556496,QB202100,202310,20230915123249215,Y,N,Z,QZA,L0,Y,N,N,784629,N,N,N,20.0,23.0,N,N,N,N,24.0,4817.8002,62.0,304037.21,-2,1,54.24759615,-0.036867993,0.0,304037.21,1.0,832,-2.0,45134.0,-1.5729166666666667
QB23A00647,000534,008906,QB202000,202310,20230915130846911,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,20.0,7889.66,42.0,338868.92,55.54054054,0.126034063,66.61853448,0.105075863,0.0,338868.92,37.0,1856,2055.0,123644.0,6.84375
QB23A00650,010080,010127,QB202000,202310,20230915135044268,N,N,C,QZA,MC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,18.0,8915.7,18.0,164550.6,55.01984127,0.218103137,75.38231353,0.159188534,0.0,164550.6,252.0,2239,13865.0,168781.0,11.790972222222223
QB23A00657,008026,008026,QB202300,202310,20230915141810951,Y,A,Z,QZA,O0,Y,N,N,YX4316,N,N,N,20.0,23.0,N,N,N,N,400.0,6551.74,400.0,2652336.0,64.46153846,0.062052506,67.4570185,0.059297017,0.0,2652336.0,13.0,919,838.0,61993.0,3.7194444444444446
QB23A00658,010019,010019,QB202000,202310,20230915142219481,N,N,Z,QZA,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,18.0,8736.03,600.0,5217017.9,98.77419355,0.971913782,64.70043,1.483761391,0.0,5217017.9,310.0,2093,30620.0,135418.0,25.76388888888889
QB23A00659,042709,042709,QB202300,202310,20230915142921618,Y,N,Z,QZA,S0,Y,N,N,784595,N,N,N,20.0,23.0,N,N,N,N,200.0,5036.41,200.0,1023102.0,17.04761905,0.762569832,43.39791667,0.29955355,0.0,1023102.0,42.0,480,716.0,20831.0,12.951388888888888
QB23A00661,476643,476643,QB202300,202310,20230915143147699,Y,N,Z,QZA,S0,Y,N,N,784665,N,N,N,20.0,23.0,N,N,N,N,300.0,5124.55,600.0,3095070.0,44.93162393,0.178048317,43.39791667,0.184340646,0.0,3095070.0,117.0,480,5257.0,20831.0,7.659027777777777
QB23A00662,408185,004484,QB202100,202310,20230915143154208,Y,N,Z,QZA,X0,Y,N,N,784544,N,Q03,N,20.0,23.0,N,N,N,N,100.0,4415.5993,1000.0,4430289.3,17.48333333,0.857959962,66.61853448,0.225162563,0.0,4430289.3,60.0,1856,1049.0,123644.0,14.810416666666667
QB23A00663,214457,042709,QB202300,202310,20230915143417364,Y,N,Z,QZA,S0,Y,N,N,784595,N,N,N,20.0,23.0,N,N,N,N,200.0,5036.41,300.0,1534653.0,15,0.866666667,43.39791667,0.29955355,0.0,1534653.0,31.0,480,465.0,20831.0,12.952083333333334
QB23A00664,032610,010019,QB202000,202310,20230915143430942,N,N,Z,QZA,LC,N,N,N,784034,N,N,N,20.0,23.0,N,N,N,N,22.0,8500.99,167.0,1454158.58,46.5625,0.257718121,64.70043,0.185470174,0.0,1454158.58,64.0,2093,2980.0,135418.0,11.71875
QB23A00667,214457,042709,QB202300,202310,20230915143849145,Y,N,Z,QZA,S0,Y,N,N,784595,N,N,F,20.0,23.0,N,N,N,N,200.0,5036.41,400.0,2046204.0,15,0.8,43.39791667,0.276510969,0.0,2046204.0,31.0,480,465.0,20831.0,11.97013888888889
QB23A00668,408185,004484,QB202100,202310,20230915144244320,Y,N,Z,QZA,X0,Y,N,N,784544,N,Q03,N,20.0,23.0,N,N,N,N,250.0,4336.4993,1000.0,4388479.3,17.48333333,0.400381316,66.61853448,0.105075863,0.0,4388479.3,60.0,1856,1049.0,123644.0,7.175
QB23A00669,214457,042709,QB202300,202310,20230915144432236,Y,N,Z,QZA,S0,Y,N,N,784595,N,N,F,20.0,23.0,N,N,N,N,200.0,5036.41,600.0,3069306.0,15,0.8,43.39791667,0.276510969,0.0,3069306.0,31.0,480,465.0,20831.0,11.97013888888889
QB23A00672,214457,042709,QB202300,202310,20230915144708702,Y,N,Z,QZA,S0,Y,N,N,784595,N,N,F,20.0,23.0,N,N,N,N,200.0,5341.51,500.0,2710305.0,15,0.8,43.39791667,0.276510969,0.0,2710305.0,31.0,480,465.0,20831.0,11.97013888888889
QB23A00675,200191,200191,QB202100,202310,20230920085154669,Y,N,Z,QZA,M0,N,N,N,784588,N,N,N,20.0,23.0,N,N,N,N,25.0,5981.09,300.0,1775682.0,31.28571429,0.159817352,44.94050343,0.111258211,0.0,1775682.0,7.0,437,219.0,19639.0,4.742361111111111
QB23A00676,049679,049679,QB202100,202310,20230915145415916,Y,N,B,QZA,N0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,25.0,8444.49,79.0,667114.71,8.4,1.19047619,54.82336182,0.182403991,0.0,667114.71,5.0,351,42.0,19243.0,9.42986111111111
QB23A00677,007985,004822,QB202100,202310,20230915150203868,Y,N,B,QZA,N0,N,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,25.0,9157.52,25.0,230915.5,37.5,0.32,54.82336182,0.218884789,0.0,230915.5,6.0,351,225.0,19243.0,11.578472222222222
QB23A00678,476643,476643,QB202300,202310,20230920151227477,Y,N,Z,QZA,S0,Y,N,N,784665,N,N,N,20.0,23.0,N,N,N,N,200.0,5126.81,200.0,1041182.0,44.93162393,0.178048317,43.39791667,0.184340646,0.0,1041182.0,117.0,480,5257.0,20831.0,7.659027777777777
QB23A00683,050104,008906,QB202000,202310,20230918153558177,N,N,M,QZA,X0,Y,N,N,105237,N,Q01,N,20.0,21.0,N,N,N,N,32.0,6525.75,32.0,211355.2,64.33333333,1.663212435,66.61853448,1.60615962,0.0,211355.2,12.0,1856,772.0,123644.0,36.96180555555556
QB23A00684,020664,170089,QB202100,202310,20230915150644570,Y,N,B,QZA,N0,Y,N,N,E80347,N,Q03,N,20.0,23.0,N,N,N,N,70.0,10558.72,70.0,744647.4,21.76699029,0.597234612,54.82336182,0.237125188,0.0,744647.4,103.0,351,2242.0,19243.0,12.637500000000001
QB23A00685,008407,008407,QB202100,202310,20230915150856002,Y,N,Z,QZA,L0,Y,N,N,784629,N,N,N,20.0,23.0,N,N,N,N,200.0,4818.9867,380.0,1865340.95,66.33333333,3.211055276,54.24759615,3.926441264,0.0,1865340.95,6.0,832,398.0,45134.0,74.01180555555555
QB23A00686,316890,351105,QB202100,202310,20230915151424437,N,N,Z,QZA,L0,Y,N,N,784629,N,N,F,20.0,23.0,N,N,N,N,100.0,4948.5977,600.0,2934128.62,29.02173913,0,54.24759615,0,0.0,2934128.62,46.0,832,1335.0,45134.0,-0.06111111111111111
QB23A00691,008906,008906,QB202000,202310,20230918135530711,N,N,J,QCY,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,6.17,13110.26,6.17,81587.51,84.61266874,1.075489065,75.38231353,1.207179718,0.0,81587.51,963.0,2239,81482.0,168781.0,20.802083333333332
QB23A00693,052370,008906,QB202000,202310,20230915154309832,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,20.0,8782.36,42.0,356474.32,61.71980676,0.178224796,66.61853448,0.165119213,0.0,356474.32,621.0,1856,38328.0,123644.0,10.919444444444444
QB23A00695,052370,008906,QB202000,202310,20230915154510953,N,N,Z,QZA,LC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,20.0,8018.48,85.0,734059.3,61.71980676,0.178224796,64.70043,0.170014326,0.0,734059.3,621.0,2093,38328.0,135418.0,10.919444444444444
QB23A00702,386929,170089,QB202100,202310,20230915160011162,Y,N,B,QZA,N0,Y,N,N,E80347,N,N,N,20.0,23.0,N,N,N,N,48.0,10698.84,78.0,806779.32,59.4,3.383838384,54.82336182,3.66632022,0.0,806779.32,10.0,351,594.0,19243.0,61.55555555555555
QB23A00711,005833,405857,QB202100,202310,20230920091452078,Y,N,Z,QZA,M0,N,N,N,784588,N,N,N,20.0,23.0,N,N,N,N,50.0,5845.49,200.0,1167968.0,59.24242424,0.084398977,44.94050343,0.111258211,0.0,1167968.0,33.0,437,1955.0,19639.0,4.710416666666666
QB23A00712,316890,351105,QB202100,202310,20230915161754519,N,N,Z,QZA,L0,Y,N,N,784629,N,N,N,20.0,23.0,N,N,N,N,50.0,5061.5977,100.0,508419.77,29.02173913,0,54.24759615,0,0.0,508419.77,46.0,832,1335.0,45134.0,0.020833333333333332
QB23A00713,020664,139088,QB202100,202310,20230919105828690,Y,N,B,QZA,N0,Y,N,N,E80347,N,Q03,N,20.0,23.0,N,N,N,N,40.0,6893.0,180.0,1264741.2,21.76699029,0.413470116,54.82336182,0.164163592,0.0,1264741.2,103.0,351,2242.0,19243.0,8.81875
QB23A00716,053432,289933,QB202100,202310,20230915162808757,Y,N,Z,QZA,X0,Y,N,N,784544,N,Q03,N,20.0,23.0,N,N,N,N,34.0,5296.9993,34.0,182787.38,44.17518248,0.294282882,66.61853448,0.195140888,0.0,182787.38,137.0,1856,6052.0,123644.0,12.9375
QB23A00719,009022,008906,QB202000,202310,20230915163240476,N,N,Z,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,8572.18,25.0,219954.5,36.09722222,0.360138515,64.70043,0.200926022,0.0,219954.5,72.0,2093,2599.0,135418.0,12.833333333333334
QB23A00722,053432,289933,QB202100,202310,20230915163448389,Y,N,Z,QZA,X0,Y,N,N,784544,N,Q03,N,20.0,23.0,N,N,N,N,50.0,4585.0993,50.0,233209.97,44.17518248,0.294282882,66.61853448,0.195140888,0.0,233209.97,137.0,1856,6052.0,123644.0,12.938194444444443
QB23A00724,009022,008906,QB202000,202310,20230915163956514,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,12409.66,25.0,315891.5,36.09722222,0.360138515,75.38231353,0.172454245,0.0,315891.5,72.0,2239,2599.0,168781.0,12.833333333333334
